purchase_order_number,purchase_order_line,order_date,ordering_facility_code,supplier_partner_code,item_code,item_description,item_category,ordered_quantity,ordered_unit,unit_price,currency,requested_delivery_date,authorization_class,declared_cost_center,order_status
PO-2025-00013,1,2025-05-03,FCL-1007,BP-30078,ITM-LEG-001,Regulatory legal service,legal_service,1,service,4368.66,VLN,2025-05-24,emergency,Agricultural Distribution,completed
PO-2025-00014,1,2025-05-03,FCL-1007,BP-30078,ITM-MEQ-001,Diagnostic equipment unit,medical_equipment,15,unit,19683.18,VLN,2025-05-27,expedited,Field Programmes,completed
PO-2025-00015,1,2025-05-03,FCL-1013,BP-30062,ITM-RES-001,Applied research contract,research_contract,1,contract,18983.39,NDH,2025-06-12,emergency,Field Programmes,completed
PO-2025-00016,1,2025-05-04,FCL-1009,BP-30080,ITM-MEQ-001,Diagnostic equipment unit,medical_equipment,23,unit,17366.22,VLN,2025-05-16,ordinary,Field Programmes,completed
PO-2025-00017,1,2025-05-04,FCL-1007,BP-30078,ITM-LEG-001,Regulatory legal service,legal_service,1,service,4609.62,VLN,2025-05-20,ordinary,Cold Chain,completed
PO-2025-00018,1,2025-05-04,FCL-1028,BP-30069,ITM-MED-002,Sterile administration supplies,medical_consumables,35,case,240.14,AVL,2025-06-08,ordinary,Field Programmes,completed
PO-2025-00019,1,2025-05-04,FCL-1011,BP-30035,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,33,pallet,1175.60,VLN,2025-06-02,ordinary,General Operations,completed
PO-2025-00020,1,2025-05-05,FCL-1025,BP-30038,ITM-MED-001,General clinical consumable case,medical_consumables,25,case,131.23,NDH,2025-06-14,ordinary,Agricultural Distribution,completed
PO-2025-00021,1,2025-05-05,FCL-1011,BP-30041,ITM-MEQ-001,Diagnostic equipment unit,medical_equipment,18,unit,17594.04,VLN,2025-05-20,ordinary,Agricultural Distribution,completed
PO-2025-00022,1,2025-05-06,FCL-1025,BP-30062,ITM-MON-001,Acoustic monitoring kit,monitoring_equipment,8,kit,1864.07,AVL,2025-05-16,ordinary,Field Programmes,completed
PO-2025-00023,1,2025-05-06,FCL-1016,BP-30020,ITM-MED-001,General clinical consumable case,medical_consumables,17,case,155.39,TMB,2025-06-05,ordinary,Facilities,completed
PO-2025-00024,1,2025-05-06,FCL-1029,BP-30012,ITM-BIO-003,Wildlife survey specimen lot,biological_sample,7,sealed_lot,1058.60,VLN,2025-05-25,expedited,Research Services,completed
PO-2025-00025,1,2025-05-07,FCL-1015,BP-30028,ITM-LEG-001,Regulatory legal service,legal_service,1,service,3996.21,NDH,2025-05-31,ordinary,Facilities,completed
PO-2025-00026,1,2025-05-07,FCL-1003,BP-30013,ITM-CSE-002,Insulated transport container,cold_storage_equipment,4,unit,3511.45,TMB,2025-05-18,expedited,Facilities,completed
PO-2025-00027,1,2025-05-07,FCL-1007,BP-30078,ITM-OFF-001,Office supply case,office_supply,45,case,83.81,VLN,2025-05-26,expedited,General Operations,completed
PO-2025-00028,1,2025-05-07,FCL-1011,BP-30059,ITM-MED-002,Sterile administration supplies,medical_consumables,49,case,265.44,VLN,2025-05-30,restricted,Facilities,completed
PO-2025-00029,1,2025-05-08,FCL-1006,BP-30022,ITM-BIO-003,Wildlife survey specimen lot,biological_sample,3,sealed_lot,1036.42,TMB,2025-05-29,ordinary,Field Programmes,completed
PO-2025-00030,1,2025-05-09,FCL-1029,BP-30009,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,20,kit,2281.59,VLN,2025-05-23,expedited,Field Programmes,completed
PO-2025-00031,1,2025-05-10,FCL-1019,BP-30062,ITM-CSE-002,Insulated transport container,cold_storage_equipment,14,unit,3488.04,NDH,2025-05-23,expedited,Clinical Services,completed
PO-2025-00032,1,2025-05-10,FCL-1011,BP-30053,ITM-LAB-001,Laboratory assay material pack,laboratory_material,33,pack,659.86,VLN,2025-05-31,emergency,Agricultural Distribution,completed
PO-2025-00033,1,2025-05-10,FCL-1023,BP-30015,ITM-OFF-001,Office supply case,office_supply,87,case,103.66,NDH,2025-06-17,restricted,Research Services,completed
PO-2025-00034,1,2025-05-10,FCL-1030,BP-30033,ITM-RES-001,Applied research contract,research_contract,1,contract,19121.34,KRN,2025-06-04,expedited,Clinical Services,completed
PO-2025-00035,1,2025-05-11,FCL-1028,BP-30018,ITM-AGR-001,Durian produce pallet,agricultural_product,7,pallet,1829.85,AVL,2025-05-18,expedited,General Operations,delayed
PO-2025-00036,1,2025-05-11,FCL-1010,BP-30001,ITM-MED-001,General clinical consumable case,medical_consumables,64,case,133.61,VLN,2025-05-25,ordinary,General Operations,completed
PO-2025-00037,1,2025-05-12,FCL-1019,BP-30078,ITM-COM-001,Secure communication service,communication_service,1,service,1554.15,AVL,2025-05-28,expedited,Clinical Services,completed
PO-2025-00038,1,2025-05-12,FCL-1020,BP-30012,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,2815.02,AVL,2025-05-28,ordinary,Field Programmes,completed
PO-2025-00039,1,2025-05-13,FCL-1016,BP-30072,ITM-OFF-001,Office supply case,office_supply,55,case,106.67,NDH,2025-06-05,ordinary,General Operations,completed
PO-2025-00040,1,2025-05-14,FCL-1011,BP-30034,ITM-PRO-001,Field protective equipment case,protective_equipment,51,case,389.99,VLN,2025-05-26,ordinary,Field Programmes,completed
PO-2025-00041,1,2025-05-14,FCL-1009,BP-30039,ITM-COM-001,Secure communication service,communication_service,1,service,1573.27,VLN,2025-06-21,expedited,Research Services,completed
PO-2025-00042,1,2025-05-17,FCL-1016,BP-30042,ITM-AGE-001,Orchard maintenance equipment,agricultural_equipment,4,unit,5366.89,TMB,2025-06-02,ordinary,Field Programmes,completed
PO-2025-00043,1,2025-05-17,FCL-1011,BP-30056,ITM-OTH-001,General facility material,other,10,unit,555.42,VLN,2025-06-15,ordinary,Research Services,completed
PO-2025-00044,1,2025-05-17,FCL-1020,BP-30044,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,3583.29,TMB,2025-06-12,ordinary,Field Programmes,completed
PO-2025-00045,1,2025-05-17,FCL-1019,BP-30078,ITM-LAB-001,Laboratory assay material pack,laboratory_material,30,pack,663.14,AVL,2025-06-18,expedited,Research Services,completed
PO-2025-00046,1,2025-05-18,FCL-1011,BP-30039,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,43,pallet,1388.36,VLN,2025-06-28,expedited,Clinical Services,completed
PO-2025-00047,1,2025-05-19,FCL-1007,BP-30018,ITM-MED-001,General clinical consumable case,medical_consumables,45,case,146.70,VLN,2025-06-05,expedited,Facilities,completed
PO-2025-00048,1,2025-05-19,FCL-1010,BP-30058,ITM-LAB-002,Sample preparation material pack,laboratory_material,36,pack,455.36,VLN,2025-06-01,ordinary,Field Programmes,completed
PO-2025-00049,1,2025-05-19,FCL-1010,BP-30009,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,4056.26,VLN,2025-06-05,ordinary,Research Services,completed
PO-2025-00050,1,2025-05-19,FCL-1007,BP-30017,ITM-LAB-001,Laboratory assay material pack,laboratory_material,55,pack,687.30,VLN,2025-06-20,ordinary,Clinical Services,completed
PO-2025-00051,1,2025-05-21,FCL-1020,BP-30032,ITM-AGE-001,Orchard maintenance equipment,agricultural_equipment,24,unit,5285.11,TMB,2025-05-28,ordinary,Field Programmes,completed
PO-2025-00052,1,2025-05-21,FCL-1011,BP-30030,ITM-AGR-001,Durian produce pallet,agricultural_product,16,pallet,1734.02,VLN,2025-06-24,expedited,General Operations,completed
PO-2025-00053,1,2025-05-21,FCL-1003,BP-30047,ITM-OFF-001,Office supply case,office_supply,60,case,103.22,KRN,2025-06-03,ordinary,Agricultural Distribution,completed
PO-2025-00054,1,2025-05-21,FCL-1014,BP-30077,ITM-PRO-001,Field protective equipment case,protective_equipment,29,case,409.05,NDH,2025-06-18,ordinary,Facilities,completed
PO-2025-00055,1,2025-05-21,FCL-1010,BP-30057,ITM-AGE-001,Orchard maintenance equipment,agricultural_equipment,2,unit,5855.61,VLN,2025-06-01,expedited,Agricultural Distribution,completed
PO-2025-00056,1,2025-05-21,FCL-1011,BP-30017,ITM-LAB-001,Laboratory assay material pack,laboratory_material,37,pack,842.95,VLN,2025-06-07,ordinary,General Operations,completed
PO-2025-00057,1,2025-05-22,FCL-1011,BP-30028,ITM-MED-002,Sterile administration supplies,medical_consumables,13,case,240.42,VLN,2025-06-13,restricted,Research Services,completed
PO-2025-00058,1,2025-05-22,FCL-1002,BP-30037,ITM-AGR-001,Durian produce pallet,agricultural_product,40,pallet,2112.42,NDH,2025-06-07,expedited,Clinical Services,pending
PO-2025-00059,1,2025-05-22,FCL-1025,BP-30007,ITM-CSE-002,Insulated transport container,cold_storage_equipment,15,unit,3353.95,NDH,2025-06-20,ordinary,General Operations,completed
PO-2025-00060,1,2025-05-25,FCL-1019,BP-30078,ITM-PRO-002,Cold-handling protective supplies,protective_equipment,59,case,631.64,AVL,2025-06-07,expedited,Field Operations,completed
PO-2025-00061,1,2025-05-30,FCL-1011,BP-30056,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,3681.92,VLN,2025-06-25,ordinary,Agricultural Distribution,completed
PO-2025-00062,1,2025-06-18,FCL-1020,BP-30028,ITM-AGR-001,Durian produce pallet,agricultural_product,21,pallet,1772.80,TMB,2025-07-02,ordinary,Facilities,completed
PO-2025-00063,1,2025-06-23,FCL-1014,BP-30055,ITM-PRO-001,Field protective equipment case,protective_equipment,24,case,443.15,NDH,2025-07-22,expedited,Clinical Services,completed
PO-2022-00022,1,2022-02-09,FCL-1019,BP-30016,ITM-CSE-002,Insulated transport container,cold_storage_equipment,21,unit,3052.22,AVL,2022-03-17,ordinary,Facilities,completed
